url,taxonomy_ssu,go_terms,run,assembly,accession,taxonomy_lsu,analysis_summary,interpro_identifiers,downloads,sample,taxonomy,go_slim,experiment_type,pipeline_version,study,complete_time,instrument_platform,instrument_model
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175805?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172163?format=csv,,MGYA00175805,,"[{'value': '516476', 'key': 'Submitted nucleotide sequences'}, {'value': '513793', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '475074', 'key': 'Nucleotide sequences after length filtering'}, {'value': '475074', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '192973', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '277907', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '92720', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '198800', 'key': 'Predicted CDS'}, {'value': '93116', 'key': 'Predicted CDS with InterProScan match'}, {'value': '167779', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972738?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175806?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172242?format=csv,,MGYA00175806,,"[{'value': '155152', 'key': 'Submitted nucleotide sequences'}, {'value': '154916', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '152922', 'key': 'Nucleotide sequences after length filtering'}, {'value': '152922', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '254', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '152687', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '102', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '265', 'key': 'Predicted CDS'}, {'value': '103', 'key': 'Predicted CDS with InterProScan match'}, {'value': '180', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972777?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175807?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172215?format=csv,,MGYA00175807,,"[{'value': '144436', 'key': 'Submitted nucleotide sequences'}, {'value': '143387', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '131644', 'key': 'Nucleotide sequences after length filtering'}, {'value': '131644', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '1768', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '129579', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '905', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '1818', 'key': 'Predicted CDS'}, {'value': '908', 'key': 'Predicted CDS with InterProScan match'}, {'value': '1601', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972795?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175808?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172194?format=csv,,MGYA00175808,,"[{'value': '578244', 'key': 'Submitted nucleotide sequences'}, {'value': '577156', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '551103', 'key': 'Nucleotide sequences after length filtering'}, {'value': '551103', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '167703', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '372790', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '11243', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '171377', 'key': 'Predicted CDS'}, {'value': '11259', 'key': 'Predicted CDS with InterProScan match'}, {'value': '14972', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972767?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175809?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172190?format=csv,,MGYA00175809,,"[{'value': '258267', 'key': 'Submitted nucleotide sequences'}, {'value': '257154', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '237844', 'key': 'Nucleotide sequences after length filtering'}, {'value': '237844', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '74599', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '158447', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '10212', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '76827', 'key': 'Predicted CDS'}, {'value': '10229', 'key': 'Predicted CDS with InterProScan match'}, {'value': '18196', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972762?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175810?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172228?format=csv,,MGYA00175810,,"[{'value': '93910', 'key': 'Submitted nucleotide sequences'}, {'value': '93686', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '88790', 'key': 'Nucleotide sequences after length filtering'}, {'value': '88790', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '628', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '88165', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '282', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '660', 'key': 'Predicted CDS'}, {'value': '282', 'key': 'Predicted CDS with InterProScan match'}, {'value': '502', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972764?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175811?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172186?format=csv,,MGYA00175811,,"[{'value': '460056', 'key': 'Submitted nucleotide sequences'}, {'value': '458632', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '426215', 'key': 'Nucleotide sequences after length filtering'}, {'value': '426215', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '163047', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '258601', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '75981', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '168825', 'key': 'Predicted CDS'}, {'value': '76465', 'key': 'Predicted CDS with InterProScan match'}, {'value': '132714', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972758?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175812?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172176?format=csv,,MGYA00175812,,"[{'value': '549961', 'key': 'Submitted nucleotide sequences'}, {'value': '548464', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '521034', 'key': 'Nucleotide sequences after length filtering'}, {'value': '521034', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '96797', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '419288', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '28063', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '100840', 'key': 'Predicted CDS'}, {'value': '28174', 'key': 'Predicted CDS with InterProScan match'}, {'value': '48393', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972751?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175813?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172201?format=csv,,MGYA00175813,,"[{'value': '664177', 'key': 'Submitted nucleotide sequences'}, {'value': '661811', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '623554', 'key': 'Nucleotide sequences after length filtering'}, {'value': '623554', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '115270', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '499341', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '38723', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '119349', 'key': 'Predicted CDS'}, {'value': '38968', 'key': 'Predicted CDS with InterProScan match'}, {'value': '77609', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972774?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175814?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172198?format=csv,,MGYA00175814,,"[{'value': '282705', 'key': 'Submitted nucleotide sequences'}, {'value': '282214', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '269992', 'key': 'Nucleotide sequences after length filtering'}, {'value': '269992', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '15573', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '253468', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '5953', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '16294', 'key': 'Predicted CDS'}, {'value': '5972', 'key': 'Predicted CDS with InterProScan match'}, {'value': '9646', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972771?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175815?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172193?format=csv,,MGYA00175815,,"[{'value': '153165', 'key': 'Submitted nucleotide sequences'}, {'value': '152529', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '142897', 'key': 'Nucleotide sequences after length filtering'}, {'value': '142897', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '17773', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '124200', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '7008', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '18453', 'key': 'Predicted CDS'}, {'value': '7048', 'key': 'Predicted CDS with InterProScan match'}, {'value': '12096', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972765?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175816?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172219?format=csv,,MGYA00175816,,"[{'value': '118912', 'key': 'Submitted nucleotide sequences'}, {'value': '118654', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '113049', 'key': 'Nucleotide sequences after length filtering'}, {'value': '113049', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '304', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '112768', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '43', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '316', 'key': 'Predicted CDS'}, {'value': '44', 'key': 'Predicted CDS with InterProScan match'}, {'value': '63', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972752?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175817?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172154?format=csv,,MGYA00175817,,"[{'value': '138914', 'key': 'Submitted nucleotide sequences'}, {'value': '138300', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '129953', 'key': 'Nucleotide sequences after length filtering'}, {'value': '129953', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '19444', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '109619', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '8381', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '20309', 'key': 'Predicted CDS'}, {'value': '8415', 'key': 'Predicted CDS with InterProScan match'}, {'value': '15908', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972791?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175818?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172179?format=csv,,MGYA00175818,,"[{'value': '806275', 'key': 'Submitted nucleotide sequences'}, {'value': '802955', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '727731', 'key': 'Nucleotide sequences after length filtering'}, {'value': '727731', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '370587', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '346044', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '163079', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '380517', 'key': 'Predicted CDS'}, {'value': '163927', 'key': 'Predicted CDS with InterProScan match'}, {'value': '281500', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972754?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175819?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172218?format=csv,,MGYA00175819,,"[{'value': '101661', 'key': 'Submitted nucleotide sequences'}, {'value': '101431', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '97110', 'key': 'Nucleotide sequences after length filtering'}, {'value': '97110', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '338', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '96789', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '40', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '351', 'key': 'Predicted CDS'}, {'value': '40', 'key': 'Predicted CDS with InterProScan match'}, {'value': '64', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972801?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00175820?format=csv,,,https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2172249?format=csv,,MGYA00175820,,"[{'value': '103162', 'key': 'Submitted nucleotide sequences'}, {'value': '102943', 'key': 'Nucleotide sequences after format-specific filtering'}, {'value': '101199', 'key': 'Nucleotide sequences after length filtering'}, {'value': '101199', 'key': 'Nucleotide sequences after undetermined bases filtering'}, {'value': '282', 'key': 'Nucleotide sequences with predicted CDS'}, {'value': '100968', 'key': 'Nucleotide sequences with predicted RNA'}, {'value': '74', 'key': 'Nucleotide sequences with InterProScan match'}, {'value': '295', 'key': 'Predicted CDS'}, {'value': '74', 'key': 'Predicted CDS with InterProScan match'}, {'value': '146', 'key': 'Total InterProScan matches'}]",,,https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1972794?format=csv,,,amplicon,4.1,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002473?format=csv,2018-06-29T00:00:00,ILLUMINA,Illumina MiSeq
